NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_09,Tier 2 emission factor,"Non-residential - Manual boilers (<1MW), manual feed",Wood,,NA,PM10,143,g/GJ,,,"Naturvårdsverket, Sweden, for BC Denier van der Gon et al. (2015) applied on Goncalves et al. (2010), Fernandes et al. (2011), Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_08,Tier 2 emission factor,Non-residential - Medium sized (50kW - 1MW) boilers,Wood,,NA,PM2.5,86.5,g/GJ,,,Average of Medium Sized 50kW-1MW for automatic & manual feed
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_07,Tier 2 emission factor,Non-residential - Medium sized (1-50 kW) boilers,Wood,,NA,TSP,36,g/GJ,,,"Johansson et al. (2004), for BC Denier van der Gon et al. (2015) applied on Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 emission factor,Wood combustion >1MW – Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 emission factor,Wood combustion >1MW – Boilers,Wood,,NA,PM2.5,37,g/GJ,18,74,Denier van der Gon et al. (2015) applied on Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 emission factor,Wood combustion >1MW – Boilers,Wood,,NA,NOx,210,g/GJ,50,300,US EPA (2003)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_07,Tier 2 emission factor,Non-residential - Medium sized (1-50 kW) boilers,Wood,,NA,BC,17,% of PM2.5,,,"Johansson et al. (2004), for BC Denier van der Gon et al. (2015) applied on Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,CO,435,g/GJ,50,4000,"EN 303 class 5 boilers, 150-300 Kw, German test standard for 500 kW-1MW boilers"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004) 
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,Benzo(a)pyrene,10,mg/GJ,5,20,Boman et al. (2011); Johansson et al. (2004) 
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 emission factor,NA,Liquid Fuels,,NA,Benzo(b)fluoranthene,15,µg/GJ,1.5,15,Nielsen et al. (2010)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 emission factor,NA,Liquid Fuels,,NA,PCDD/F,6,ng I-TEQ/GJ,0.2,20,Average of Tier 2 EFs for commercial/institutional liquid fuel combustion for all technologies
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 emission factor,NA,Liquid Fuels,,NA,Hg,0.1,mg/GJ,0.025,0.22,Average of Tier 2 EFs for commercial/institutional liquid fuel combustion for all technologies
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 emission factor,NA,Liquid Fuels,,NA,Cd,0.15,mg/GJ,0.00025,0.6,Average of Tier 2 EFs for commercial/institutional liquid fuel combustion for all technologies
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 emission factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Zn,10,mg/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 emission factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Pb,20,mg/GJ,5,40,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 emission factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Cu,10,mg/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,Zn,512,mg/GJ,80,1300,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 emission factor,Wood combustion <1MW – Boilers,Wood,,NA,Pb,27,mg/GJ,0.5,118,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Cd,2,mg/GJ,1,3,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,PM2.5,130,g/GJ,72,220,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Ni,37,mg/GJ,3.7,74,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,CO,1500,g/GJ,200,3000,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,"Indeno(1,2,3-cd)pyrene",0.617,mg/GJ,0.06,6.2,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Se,2,mg/GJ,0.5,3,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Benzo(a)pyrene,0.079,mg/GJ,0.008,0.8,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Benzo(b)fluoranthene,110,mg/GJ,17,180,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Se,17,mg/GJ,1.7,34,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-10,Tier 1 emission factor,NA,Biomass,,NA,NH3,37,g/GJ,18,74,Roe et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-10,Tier 1 emission factor,NA,Biomass,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-20,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Coal Fuels,,NA,Benzo(a)pyrene,100,mg/GJ,13,150,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Cd,1,mg/GJ,0.5,1.5,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-21,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Coal Fuels,,NA,PM10,76,g/GJ,60,240,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-21,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Coal Fuels,,NA,NOx,180,g/GJ,150,200,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-20,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Coal Fuels,,NA,BC,6.4,% of PM2.5,2,26,Zhang et al. (2012)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-21,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Coal Fuels,,NA,Hg,9,mg/GJ,5,10,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-20,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Coal Fuels,,NA,Cu,30,mg/GJ,8,50,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-20,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Coal Fuels,,NA,Cr,15,mg/GJ,1,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-20,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Coal Fuels,,NA,Cd,3,mg/GJ,1,5,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-27,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Natural Gas,,NA,Ni,0.00051,mg/GJ,0.00026,0.001,Nielsen et al. (2013)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-27,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Natural Gas,,NA,As,0.12,mg/GJ,0.06,0.24,Nielsen et al. (2013)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-27,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Natural Gas,,NA,Cd,0.00025,mg/GJ,0.00013,0.0005,Nielsen et al. (2013)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-27,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Natural Gas,,NA,NOx,40,g/GJ,30,55,DGC (2009)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-26,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Natural Gas,,NA,Benzo(b)fluoranthene,0.84,µg/GJ,0.28,0.84,US EPA (1998)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 emission factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,PM2.5,70,g/GJ,35,140,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,PCDD/F,0.5,ng I-TEQ/GJ,0.3,0.8,UNEP (2005)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,"Indeno(1,2,3-cd)pyrene",0.84,µg/GJ,0.28,0.84,US EPA (1998)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,Benzo(k)fluoranthene,0.84,µg/GJ,0.28,0.84,US EPA (1998)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,Benzo(b)fluoranthene,0.84,µg/GJ,0.28,0.84,US EPA (1998)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,Se,0.011,mg/GJ,0.0037,0.034,US EPA (1998)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,Cd,0.00025,mg/GJ,0.00013,0.0005,Nielsen et al. (2013)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,PM10,0.2,g/GJ,0.12,0.28,BUWAL (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,TSP,0.2,g/GJ,0.12,0.28,BUWAL (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,SOx,0.5,g/GJ,0.3,0.7,BUWAL (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-28,Tier 2 emission factor,Gas Turbines,Natural Gas,,NA,NOx,48,g/GJ,29,67,Nielsen et al. (2010)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-27,Tier 2 emission factor,Medium size (>1 MWth to <=50 MWth) boilers,Natural Gas,,NA,BC,5.4,% of PM2.5,2.7,11,"Hildemann et al. (1991), Muhlbaier (1981) **"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 emission factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 emission factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004) 
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 emission factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,PCB,0.06,µg/GJ,0.006,0.6,Hedman et al. (2006) 
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 emission factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-26,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Natural Gas,,NA,SOx,1.4,g/GJ,0.83,1.95,Italian Ministry for the Environment (2005)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-48,Tier 2 emission factor,Wood combustion <1MW - Automatic Boilers,Wood,,NA,Cr,23,mg/GJ,1,100,Hedberg et al. (2002); Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-26,Tier 2 emission factor,Medium size (>50 kWth to <=1 MWth) boilers,Natural Gas,,NA,NOx,73,g/GJ,44,106,Italian Ministry for the Environment (2005)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-48,Tier 2 emission factor,Wood combustion <1MW - Automatic Boilers,Wood,,NA,Benzo(b)fluoranthene,16,mg/GJ,8,32,Boman et al. (2011); Johansson et al. (2004) 
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-48,Tier 2 emission factor,Wood combustion <1MW - Automatic Boilers,Wood,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004) 
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_27,Tier 2 emission factor,Stage V,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,NMVOC,298703,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,NOx,1050,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,CO2,,kg/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,TSP,3683,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,NMVOC,225579,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,PM10,3683,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,N2O,16,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,BC,825,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,CH4,39,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_22,Tier 2 emission factor,Stage I,Diesel,,NA,NMVOC,1725,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,NOx,22101,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,CH4,144,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,NH3,8,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,PM10,3642,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,TSP,3642,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,TSP,98,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,PM10,98,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_27,Tier 2 emission factor,Stage V,Diesel,,NA,CH4,23,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,NOx,15653,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-1_02,Tier 1 emission factor,NA,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,N2O,137,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_42,Tier 2 emission factor,Stage IIIA,Gasoline: four-stroke,,NA,NH3,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_42,Tier 2 emission factor,Stage IIIA,Gasoline: four-stroke,,NA,NMVOC,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,N2O,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_40,Tier 2 emission factor,Stage I,Gasoline: four-stroke,,NA,BC,8,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_41,Tier 2 emission factor,Stage II,Gasoline: four-stroke,,NA,NH3,4,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_41,Tier 2 emission factor,Stage II,Gasoline: four-stroke,,NA,BC,8,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_43,Tier 2 emission factor,Stage IIIB,Gasoline: four-stroke,,NA,CO,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_44,Tier 2 emission factor,Stage IV,Gasoline: four-stroke,,NA,NH3,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_44,Tier 2 emission factor,Stage IV,Gasoline: four-stroke,,NA,CO2,,kg/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,BC,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,PM10,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,PM10,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_34,Tier 2 emission factor,Stage IIIB,Gasoline: two-stroke,,NA,BC,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,CO,,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_39,Tier 2 emission factor,1991-Stage I,Gasoline: four-stroke,,NA,CH4,672,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,PM10,147,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_36,Tier 2 emission factor,Stage V,Gasoline: two-stroke,,NA,NMVOC,111450,g/tonnes fuel,,,Winther 2016
1.A.4.c.ii,Agriculture / forestry / fishing: Off-road vehicles and other machinery,Table_3-2_39,Tier 2 emission factor,1991-Stage I,Gasoline: four-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
